XML_ID|AMOUNT
393970|80
2855710|151
9810610|1786
233877|37
1779954|3035
1856547|331
13880419|2137
143790|218
1028464|790
2373360|56
4874542|14
5850251|2645
9732306|20
14140820|185
12636614|155
9715486|134
10774252|19
9735703|7
10308305|58
10434703|26
12880701|66
363575|63
3493488|21
4680059|34
10204916|30
11440731|18
242388|182
9757843|24
142008|16
143855|5674
1899762|17
2172130|137
6233060|1601
7326146|11
9674305|97
14271332|2643
2915785|22
7635336|703
6078029|11
9738557|253
10455827|37
12579756|22
14437734|150
147047|67
7406455|331
9966012|37
10362593|112
14376111|44
239633|66
5272921|205
6748950|294
9860304|199
12849303|6
10438863|213
13973997|20
531238|108
1578247|632
233051|25
6949561|209
8283936|150
754211|581
6052171|187
5093086|20
9358399|206
10471366|39
10987005|7
141793|61
246248|9
248737|67
875237|37
891755|24
11468667|13
14113235|62
14008335|158
238419|36
7632026|49
12551884|20
14352321|18
5355732|20
7605045|3472
9954560|10
10290208|30
10033261|267
14498870|140
13887574|63
1551215|181
144976|4490
1027525|234
2373389|152
5906529|23
14343541|13
6428160|335
9865464|260
10698456|14
10423567|26
14343232|17
232013|287
9680033|102
10632860|70
10123250|131
12493928|4
12160457|279
146061|51
4285416|2887
4703168|86
10609095|11
247761|216
1846586|120
2359115|319
5667629|41
6177147|25
5772665|35
6233176|651
10927488|902
14365892|143
11845809|129
145058|448
385633|151
4363734|415
6342226|58
5793511|25
5709297|1558
5863346|133
12969631|17
14360505|420
1443059|81
4176953|176
6651230|35
6944816|25
9825476|48
14366189|162
14382481|9
248632|125
147016|1762
236406|2425
253301|71
5938839|2169
9764320|122
2472560|806
4018293|613
4570552|36
9541636|5
11527864|8
13339373|12
7455343|98
9759167|19
10141129|21
9863759|65
10697420|10
11440688|116
14343560|493
10411007|42
12469924|986
10553887|5
146680|42
253208|280
250144|45
757480|501
2574336|13
5249183|10
10585685|293
146134|234
5624812|16
9789778|34
13406821|19
1584052|270
4766077|153
10166702|29
10471360|7
12776854|151
145925|136
1089968|37
147282|579
241715|18
142747|633
4038755|312
2335884|14
5849141|94
10584669|99
10370455|86
10686796|185
1464259|77
7140360|32
9738559|94
14369397|19
11992200|147
1446837|66
240192|317
5583506|80
10738530|19
12129286|76
11479444|69
5604561|45
4401592|59
7181351|18
9677180|6
8785553|3268
9745519|33
11992176|662
13322897|13
14351899|12
142268|45
3307188|58
2793515|62
4046623|27
5179372|1436
7869816|80
10021690|63
8597029|174
10629225|10
144302|308
141816|4352
147577|98
1941394|29
4215135|83
5664282|94
5589826|1262
6553139|299
8970127|79
9892811|15
1049373|38
248693|1312
142147|568
6104647|90
6202812|72
8287807|40
7676414|46
10116962|27
10687845|38
12764933|18
14271337|223
144946|133
3720938|4
9009749|534
9683217|155
6740426|28
7717908|1142
9728315|13
10512404|19
12585770|109
13228015|54
2466610|2235
5876973|242
7426723|719
10067593|1623
10390448|17
13375307|96
146137|80
145903|102
1560410|77
365837|865
4873233|198
7302525|25
14392895|68
9674909|96
11036434|76
10512408|17
10430634|82
12286877|3
2549166|370
6853604|73
6935023|36
10448537|102
10099014|16
11813728|3377
14382480|7
4313508|77
5740297|335
9488445|783
6061475|164
13769171|205
380498|157
2762017|66
7302847|78
8684992|60
147314|2404
1858811|30
3884290|81
6708148|22
6839682|32
232648|176
5054894|36
7889537|20
8705585|46
526832|1397
247142|71
249990|1002
4222591|11
3493520|11
4826761|126
7582815|1202
7219336|301
10219579|12
1958538|75
2260468|7
2634957|113
8959145|507
10023613|32
12170291|33
12817803|757
365446|3635
7587471|38
9753054|39
14366998|134
145305|1266
1560712|54
2957653|197
6235596|145
1305505|13
1437174|21
1601989|546
1013460|55
10012548|15
10502650|3
10457933|41
10031918|26
10448529|47
10416293|24
14402439|19
147236|153
587812|8
4173283|471
6104636|83
6674064|327
9371567|149
11111508|184
9688555|67
10023149|65
9591647|67
11718788|605
11928563|319
13654762|27
1068434|163
142969|441
144048|206
414327|4047
233001|540
3508361|336
7656211|76
9789801|18
237590|9
759879|80
253139|959
3014607|318
1901221|47
3455646|943
7015147|174
8798299|12
8811732|123
10536442|13
13578894|14
1477333|36
376342|22
2956273|99
4376002|646
8398949|30
11839362|181
1492291|5139
145089|194
10034891|29
11860918|23
11680822|4
6052328|89
7140087|170
8999181|364
9746841|6
450026|17
4512591|30
13196847|23
1557067|158
6933766|26
6970123|74
233386|26
241438|148
4435427|21
4497143|33
5921639|64
6911957|173
9759133|12
9735341|21
10474318|10
11365834|141
1038544|75
3129486|577
4578416|3
7371619|9
10175603|6
9840095|246
8774127|6
10439886|23
14408994|14
13211394|44
1701928|15
9680586|198
11944915|14
14444076|13
439695|633
1263656|37
233367|247
146397|246
5118473|13
5373187|38
7350156|79
12493965|100
142859|76
6263901|955
1684600|175
6271281|264
6109790|93
9352170|52
12180006|60
13380982|53
1127546|602
144061|1744
6060870|147
12026693|8
10434598|25
1594597|556
232846|32
358417|49
4720082|399
6910953|52
9688163|55
14408999|21
142972|179
145059|194
142163|61
404588|14
4479843|316
9736043|46
10632941|524
11579713|120
147466|19
238553|110
901992|50
727017|91
689901|329
3518960|64
13196809|23
10687844|67
10649306|28
10370457|102
10840836|78
10298360|11
10308286|12
233705|37
145327|101
5534484|10
6912015|974
10509108|103
10683639|11
9756632|93
14340837|114
235599|84
4915777|134
6543351|194
7745576|1166
9867591|49
12179093|487
11514975|5
142959|1422
244684|48
6311729|285
14370367|20
141878|401
10699616|45
11334746|169
11813727|420
2347327|78
5773585|67
4919906|52
10536334|151
10536441|7
6396354|59
10416287|81
10010236|270
247862|38
365310|27
4823794|171
4566651|36
6766372|183
9690003|174
12460056|250
12386645|16
12563342|30
12671013|6
14410124|34
3034983|61
5584227|22
6261889|124
5981585|10095
7301644|277
7538749|83
250735|3472
4465873|175
4915789|27
9676551|54
13118045|98
10540528|140
10673381|17
5095067|338
9721711|5
9758843|195
14369387|5
247762|468
355955|1297
4630226|81
11334757|822
480114|817
3030978|84
6172812|28
7579301|42
9719252|19
12129848|439
9736062|162
244108|94
252864|20
249245|71
2524794|37
3575048|307
5342191|8567
4887213|5
5052052|135
10893311|47
12699033|93
9759142|28
1192995|139
2752998|78
2137764|6
3129485|235
10215969|9
11471107|143
13146849|12
13374424|16
147409|194
232946|193
2321226|108
7092123|346
9069338|42
14416786|1563
144289|1560
6307354|840
13543926|38
233773|1248
5349506|7
5215369|232
5844308|26
8279115|112
9742267|84
10270453|216
14443350|13
428804|342
144811|271
451403|48
3842189|271
5292592|203
10239353|109
4155244|92
4440855|1629
7293756|402
9449884|21
7017937|351
8882122|18
11658501|51
14351705|12
142219|252
2613146|22
4289203|239
5866956|70
6681281|9
7305866|444
12961171|11
13303791|94
10172563|225
10383020|180
146130|22
875238|10
1011166|37
5357009|13
6439114|61
10392468|10
9758847|70
4873388|1252
9770016|22
469829|500
144834|19
4023334|70
10506983|110
13555382|17
145176|3489
692568|584
2107072|35
5345986|939
6131265|50
9680028|192
10973223|364
2561410|445
2789132|96
13141704|10
12230829|46
142073|39
6957759|60
5860096|74
7258696|45
10617917|74
12157647|288
248196|72
961564|90
10081944|7
12502983|58
13681579|534
13637680|169
6684885|18
10991035|145
12172481|4
5742518|18
9086395|33
10767856|18
12449633|222
10386554|14
12103956|266
10204920|134
5711520|143
7324183|22
6935008|64
9741998|137
9687994|33
239864|753
1941393|887
5292597|1354
8271176|67
8970116|116
10498571|41
10502646|3
10401879|4
11082969|3
1550787|32
9931550|52
7909095|499
7605054|805
9737003|78
7684593|30
9788175|3
10628162|9
251851|1041
769514|15
9686433|158
6839293|36
249644|125
246246|10
866260|65
4708738|160
6116551|6
11481505|27
10411015|37
13066273|106
144711|344
3843472|19
12636542|101
14332237|3439
1319657|17
4570581|497
9722017|174
7618685|31
14352317|30
11908848|208
9686206|128
9757306|20
10021688|58
13206146|360
14382761|18
147171|108
419782|557
2655096|470
5880948|69
6921262|1188
7583073|330
9735680|1695
11622341|307
10630222|25
14351892|99
145640|44
142740|33
1901268|243
8000082|40
10843162|5
12465719|880
14351789|31
232713|4246
242068|65
2287905|159
12585765|20
145439|129
364317|81
7128215|91
13139754|31
5717554|83
5393556|149
10433696|22
250514|74
561701|48
4241131|6
5001237|69
6949088|83
9680588|368
9742006|192
13376204|197
5978986|908
5399821|183
5863352|100
9574261|6
10698490|133
14007309|42
1844839|81
9751281|81
9754252|174
11345812|15
1088673|62
250748|152
9845553|175
233772|229
5307874|672
11583774|152
14365341|10
233383|20
2336341|72
4886802|119
4873403|12
5833241|69
9211328|80
12172484|77
13196884|16
252892|285
2137727|13
2336326|85
2626931|1268
4230018|168
4400044|40
8584813|17
8357124|552
5241201|75
7245937|6
10033224|112
10018644|265
10394675|382
11528815|40
236534|39
4110372|183
6104670|140
6316570|406
6710157|23
11440736|16
4277939|118
6599337|170
10087859|23
10552844|81
11839361|281
141754|1135
144567|1923
146517|169
142963|1922
845006|32
4671183|367
10032639|74
244303|57
4000518|655
4278880|34
10012006|11
9789777|17
12662694|21
13116983|22
2296805|14
7000159|7
5095069|26
6132632|42
10407282|211
13108736|19
1687894|932
359550|224
14360411|16
237769|18
605266|46
9019295|111
10033260|70
13662940|54
1615342|1780
243684|27
888437|54
2942516|98
3575855|96
10372336|64
9574018|3
1440608|481
241706|42
390802|647
2026491|1279
5747648|25
5747655|1997
11450108|42
11839419|9
12922883|39
144757|206
5624814|12
9963503|10
10032679|45
10327908|86
142605|123
1785889|51
6110024|46
10537308|51
11838330|328
12635546|30
769506|60
5173421|194
4946895|23
7252258|3715
9720523|36
10734302|3
10118874|12
10398854|5
11365829|1123
355599|600
1031389|46
3957438|326
5201586|249
454268|150
1443443|166
251975|97
147416|208
253279|56
448947|159
13677485|383
14009226|1312
4042226|221
4733335|656
4680371|2777
7497250|457
11479436|57
440173|52
2607622|189
4482494|102
4397051|11
5583490|588
5752389|107
7722484|24
10394665|18
10465014|5
11691771|108
146213|104
2998891|541
6912355|2132
234270|155
3492687|177
4132168|882
9735705|2715
10762566|23
1794172|130
4535821|299
9759124|10
8958442|396
9735336|19
12782650|50
11262932|1044
6083677|142
6935012|23
5795552|1546
10629193|94
10127429|166
12669028|378
13235827|36
2570913|11
9926440|182
1329491|14
2772083|21
8568847|38
10023119|54
13795559|30
244694|761
1555115|36
4668672|517
8388483|11
14489594|116
144761|175
853482|476
2343930|43
4185911|493
4891251|30
7880017|421
9708467|201
10664142|54
145238|152
1051887|116
5639346|1031
10250311|4
13305652|14
13769173|205
1312924|1272
236393|378
237630|92
997036|1831
1846892|48
4400468|50
5361881|123
6350960|527
8271175|60
9685963|201
10411895|138
10438861|32
143883|350
241286|81
6250416|718
9686251|129
11621375|45
10149102|12
239903|123
396403|176
2106621|266
4309725|88
5178722|12
4831507|75
6650854|636
9304684|405
10455991|3
142332|912
1282229|675
146447|965
3425408|507
2290719|161
7576266|357
7927644|1143
8019006|394
10204022|28
14047157|18
10508079|14
3091129|63
6910939|598
10455831|26
10455997|8
10628161|20
10630275|16
1581451|59
146340|1518
1505276|25
4919101|53
7119186|348
7245199|73
7585519|163
12170376|1792
369105|398
6835335|492
10439901|124
10403170|26
11333754|20
11820170|12
13578885|22
147244|159
247652|191
241505|32
4359462|195
5919847|33
9760534|28
10846271|25
12930692|85
1048874|247
5764707|24
10174206|12
14409386|73
3373249|42
6883699|50
6350619|892
11579493|59
9892806|12
12660580|31
147595|1650
5434011|39
9732623|714
10186759|24
12430020|82
14009270|4
677920|93
824740|5
241923|176
448867|17
9889235|10
9542093|842
250355|37
9738983|96
11512886|393
14441833|33
12333617|47
13886732|32
245298|1225
245926|695
5635384|653
8032493|109
11642517|16
3623322|213
10093775|61
432533|182
6366312|59
7099274|1076
8640147|31
8267602|258
9689888|39
9757826|1128
9893414|153
9766145|25
5506623|71
6100411|82
10451345|13
10204922|117
12562265|72
1827031|35
14498813|193
248265|169
247457|63
145306|92
147532|420
2318825|33
2563277|23
5137835|51
13067324|39
13303785|10
10723722|646
398311|84
2288295|122
5936066|11
6060433|149
10187552|11
12191796|19
394010|5636
2301263|195
9116032|44
14340483|26
11090512|18
5559046|642
6083676|116
7499252|165
10109317|31
10725758|103
10726864|54
14009267|24
9494904|690
10572518|372
12469916|80
12860439|3
13642459|9
12397666|12
248669|1217
3578918|142
9679811|25
9746936|1039
12873097|45
1233564|14
2336333|10
4957639|96
5216585|30
6673659|18
9864921|56
13180463|32
235080|380
1026666|12
4971464|235
9681567|42
13369499|103
11373442|54
5590744|67
9735724|499
11822309|32
13056571|27
13262823|22
1792854|78
4756998|25
10179937|783
10378819|20
10851387|64
556654|32
246312|84
254542|50
2841680|823
7791505|22
9588934|9
9674033|268
9785773|158
11082965|11
10603993|19
9833962|151
14472846|47
143930|315
9772016|2078
9915741|55
13005794|600
1578242|633
253318|184
2771427|22
2316496|27
4886791|452
4878432|57
6651221|11
7091987|42
14050895|13
13662190|8
841655|93
3138130|122
9686720|38
10030325|30
10032671|31
10455836|48
398798|111
949896|140
5477902|309
10261166|45
14434375|13
12028745|10
438698|17
147240|549
363994|41
147111|127
1015714|58
2656813|66
9763974|13
10120572|9
13021692|259
12959041|75
1058427|40
142902|455
247326|3586
2582787|1759
8667837|23
6779430|23
8869842|610
11972405|378
13206180|159
1707735|17
145432|145
10693178|175
11452269|25
14410081|114
7301583|535
142566|660
250731|26
3492709|8
5747590|3476
7851583|25
9723638|20
10437825|18
11552422|398
5612248|12
6920650|517
9758865|129
10063753|5
8302119|174
232840|703
3232139|86
5908669|33
7214096|337
365445|14
2293647|8
6153560|131
10762551|74
231988|106
1198637|47
4011833|3
4872681|64
9748576|17
144217|7
146905|519
1872674|46
4331535|175
9689994|367
12170285|169
255669|29
144645|682
2931891|47
2533835|53
4215138|37
6094449|27
10034376|121
9690328|129
10617925|9
11063457|67
12436480|3
142854|2911
10211121|17
10733150|198
241901|266
953520|114
6480123|45
9721269|26
11607164|12
4344624|41
5064071|209
8376486|14
242350|312
5783174|46
7411077|5
8302640|36
13886669|37
14403674|193
4615004|42
10063759|168
14351872|69
4810037|94
9747584|98
10397807|5
141932|12
145505|25
2631421|102
4236633|75
4740397|6990
6132585|44
9738974|16
10888336|11
1006423|27
2329687|168
14170333|181
146869|20
7488703|1037
9689843|74
10408240|35
1701924|7
239131|55
789839|29
7079415|1562
6523314|142
11732962|15
13232149|3404
14351740|4
13421030|283
1083373|32
234605|1745
9674905|377
9758804|776
10289287|29
9690278|27
12601697|94
144742|329
239442|981
146923|187
245510|62
7868147|9
9788096|9
1748629|199
145743|76
4622957|144
7409672|25
8774140|5
13769165|327
1612718|487
145399|303
1489750|141
769507|474
5007272|229
9751282|36
13099302|40
994939|293
2166514|174
5317068|565
9760560|33
10411898|138
10852443|14
1112966|11
144301|1483
954293|409
3927863|36
3602029|146
3555800|31
9721713|174
10437856|121
14467850|11
14012388|10
14475973|1122
1129136|139
234655|114
143974|647
2653833|54
4396115|993
5701188|119
5277150|311
8304540|21
10261121|116
10434713|399
1450902|91
9750413|168
10435676|359
11723089|669
13884917|32
242336|43
4582164|551
10200606|26
13184941|51
14343925|370
1567559|32
252500|76
5506622|66
9713931|33
9739394|135
141789|203
243242|183
145985|145
4680038|83
13078763|40
12363937|62
238995|26
5218063|628
5233556|510
10991137|95
11147361|18
1497330|22
143270|123
232797|1229
390791|274
7302515|27
13375303|25
245305|120
250785|35
5048321|309
5919684|18
9751235|74
9789800|17
411948|1579
4287019|27
5436359|919
10437827|143
10075721|21
9855822|85
10456974|13
12320780|50
1436899|193
440255|70
4476716|541
6133252|852
8267575|4
9671377|20
9870692|10
10455823|3
10540521|48
11180857|949
14382476|66
1277486|12
249430|38
9769995|58
10471338|11
1076017|53
4317826|53
5582849|999
5409920|110
6249682|1988
7833420|10
8414731|240
8802435|412
10182755|29
10726787|103
145246|597
250224|23
144526|50
233704|440
5252412|74
5846188|2974
10020734|217
1636203|843
406855|6
5775642|198
9738577|53
9986180|173
14047134|71
14335815|63
1615377|17
232684|396
3493452|6
6548988|155
11990036|193
10118883|6
143654|68
4591983|274
5089981|30
7518386|251
11334767|103
1558487|37
250745|390
3589119|223
9734552|31
10821391|164
9742011|15
11833976|35
3140693|32
5397155|33
7351337|14
9447110|376
14323817|184
7302497|15
6935019|33
10117803|30
12838996|6
10721557|45
238464|114
392745|38
6620932|22
9789431|23
10033270|203
13464836|15
14473171|60
144635|6345
367539|143
4412378|139
5400680|32
7134521|11
9867587|36
10033202|24
12497094|25
10033214|63
11512931|98
488918|157
251612|7
247349|60
406544|172
3504657|14
4110751|102
237627|25
250431|56
5272559|20
10455946|769
14055849|13
706571|30
243205|134
2673400|325
2359112|1658
4998662|101
7276796|49
9736730|128
10613068|1696
10851449|124
10352599|1838
146693|38
142267|4008
2172951|111
4226952|62
4391935|950
5137885|10
11676397|960
6277330|188
7302489|24
12988538|15
13974013|36
1575628|227
1691348|914
250379|628
10120564|11
12174351|31
12180005|578
14472852|12
4908549|27
10448526|18
12328693|528
14368559|101
14342904|7
10391383|13
12406960|5
867913|6
2653816|1156
5356619|72
4935107|628
11982620|93
243543|50
244296|140
147463|195
12471919|20
233868|111
411173|25
9710362|39
10215915|7
10459944|42
12272727|25
245969|315
237660|27
4676922|713
5904413|27
8936068|7
10630198|104
11440702|14
9832480|24
10761450|3
11923157|22
12362852|90
12559225|765
14170332|127
10386161|22
4277400|575
4332610|173
5231898|21
9766147|129
10401880|9
12767035|255
11082978|6
145031|431
5532815|1957
5757790|25
9720219|77
7324182|12
9680034|497
9786074|68
9596111|7
10270452|19
11926395|3
13116992|25
9751529|57
10910302|35
11053543|58
13564649|45
1200111|16
4131792|365
7529487|18
7286164|10
12186951|426
10033273|76
12448575|81
142733|64
1013456|457
5635629|1333
9683316|77
9675292|548
10869728|95
9746848|48
10187545|15
145310|532
2300185|6724
3372375|840
9721723|149
9211330|247
9685996|74
9875664|407
10708559|2
1596641|219
147368|2494
242318|742
250520|28
3189839|28
7787493|50
10763680|7
242326|100
414324|2474
1041169|471
4308819|30
5252420|22
6531634|1067
9745514|67
8027018|249
10553946|37
10503611|154
1322636|366
5540862|31
9687652|238
9759112|13
9221858|38
10630204|33
10763678|17
11499821|42
142384|1099
7443010|637
8325111|91
9742268|15
10398804|15
11514965|112
676356|21
7036080|98
9689952|161
10699575|5
11833754|16
10430558|11
14324195|200
241381|50
1872684|22
2511646|2738
4340976|177
4890362|43
9761970|78
236366|1064
141641|247
2524370|8
7545102|69
6686892|98
10234107|27
12775802|138
1489457|84
1337290|1866
238592|31
249537|6
411293|41
5863328|291
10678320|12
1048174|100
235783|34
1559742|133
413420|113
1956139|224
1848591|82
6208980|49
10723658|11
14370364|11
2257150|1680
5252974|15
9735062|31
147316|1390
1779191|68
4887651|4
5454001|41
5893293|142
13884924|252
1570485|25
236967|139
607771|124
10437843|8
10630188|101
9748901|72
10884109|26
12948540|58
14382762|45
241906|188
1781006|8
7197858|195
8520039|382
14501482|108
14385009|90
248954|95
144185|523
2804489|196
3961296|30
5052037|20
7205680|882
8236934|146
8826683|12
1263537|153
564904|130
7302484|149
7648850|38
1312114|357
10013790|7
12057020|19
1584051|463
252506|263
235288|70
1206335|560
5146936|1332
9985704|69
11365846|63
241244|127
144426|148
6263509|29
5564831|42
5861410|46
9712302|278
10392502|13
146104|94
146686|255
4217852|56
10773232|123
10204942|6
143701|365
241415|41
2337089|921
3535666|14
4712525|17
5409642|1571
6382076|331
6623412|63
10618943|42
14009230|5
1076273|117
245521|163
143989|274
1831414|157
5201587|111
10184413|58
11606108|24
10456976|3
10225639|33
241116|19
5158359|990
10572525|27
11323984|52
1547909|72
1547945|452
241921|681
147224|206
232694|34
2542895|6467
6093757|379
6714593|28
9811210|19
10812972|5
11366885|43
250806|329
5413118|29
5057146|18
6912260|314
14415689|40
9675168|296
10030321|44
9737553|115
11612833|712
13795225|161
13293218|33
13217699|12
5503299|24
10030326|31
10615896|88
11343660|78
13139749|129
233075|68
2536301|159
6288341|641
6098358|77
9917270|9
11120952|24
239624|372
8850634|27
10407285|154
11807077|18
142205|253
3816952|48
4560376|909
241265|25
4934140|171
7302044|11
10434601|3
1129127|25
246673|1045
2158207|887
5030570|69
5534483|11
5753413|200
10020732|109
6052822|2459
7889441|66
9771346|97
8460480|77
144896|89
587819|86
1824802|658
8032182|14
8959806|4
12016640|522
14360504|397
1600979|45
233589|360
147362|432
146109|277
3474616|3840
10026114|15
10195420|65
13062032|201
144290|1751
394259|12
4680027|24
10030323|42
10032674|20
9717924|510
11697296|112
13546879|66
4666411|215
6234645|157
5343001|376
9728317|10
9671721|1016
10329927|459
429841|33
2513837|49
7000139|302
8279001|91
9674301|307
12584760|417
10433691|48
144295|34
237514|38
233687|90
5000271|160
9753015|65
9718538|121
11036433|44
14047172|30
14391728|44
869960|15
1578249|164
2178670|22
4247258|92
5623949|40
6871407|942
11451187|53
10537444|11
10722685|56
12213210|90
1514810|463
823846|33
4722334|15
5199975|6
4932924|9
10411903|31
10991136|130
141596|38
147242|118
144965|485
248174|283
591188|33
4776158|1696
4777858|195
5030585|43
5822334|1032
5849185|155
9734298|46
1584042|81
5610281|197
4638126|15
5157659|97
12362904|18
250043|39
362142|46
3013972|160
4332609|121
6757166|80
10116084|230
11031179|52
12636667|13
2596519|76
10142992|20
13259055|62
1580940|78
1347720|100
142668|88
2373344|164
2133189|829
7072066|293
10264128|7
1200826|233
1790522|72
5292591|18
9591650|2134
9596381|151
1061994|81
236532|147
142552|1079
5212356|8
4624062|48
5064074|62
6623007|155
6972804|17
13067362|20
5135999|95
5868047|63
5316472|67
4932929|7
9671383|1210
10411016|106
10550470|18
10912545|19
243551|903
4215136|42
7170301|151
11463555|311
11475455|1368
12391632|345
13339374|13
13305633|72
14008339|71
142196|258
142029|98
146175|58
1028068|46
8764350|241
10411899|133
6524675|8
7509502|166
9752625|173
11190908|358
13943347|45
7637141|269
9676569|44
9683180|233
13196823|30
9687089|40
10423568|18
147229|646
396406|132
10435681|11
1596644|6690
145331|52
4647522|157
9886827|138
1244556|62
142033|410
231918|91
245526|222
2653578|26
2843529|105
4703167|44
9745783|38
12493971|116
14369992|51
12465714|52
145791|587
5369615|49
5402325|114
10264131|125
8536642|217
10032643|30
11405704|26
12170297|17
12955905|175
14348388|53
141933|15
6104643|78
249532|249
2758333|42
5398805|26
6743794|100
9732627|165
142855|64
232254|287
7934915|60
10034898|22
12682764|123
5271328|194
6177161|31
8668447|130
10216378|16
13582889|93
14381946|948
147273|137
3768428|38
4683069|1681
9743209|211
10553942|20
1272926|2794
242092|1770
4732943|407
5172319|265
10175022|18
12543066|954
1453046|63
450270|13
1872312|1756
7847024|5
8768105|123
142068|763
143976|223
5252407|749
9679071|23
9771631|14
11871156|93
14343563|57
14467854|23
1559786|1475
3262488|46
2634933|28
2874475|160
4448200|387
6276784|1136
232255|111
240598|3
6102784|56
232538|803
5119786|1060
9720193|112
9680036|160
9789789|11
9596107|23
9741999|298
10023596|12
14335305|181
145435|298
249966|20
2549169|88
5139328|14
5892371|1536
9690384|101
13633913|27
248697|614
147055|57
2498330|49
3932883|29
5773590|1977
6396187|304
9340165|18
9748563|54
10643881|9
9970531|60
11238471|86
3303669|3
5773224|15
7721254|161
6684884|84
12301256|19
246908|226
398809|475
911483|216
3372372|1628
9764641|24
14472864|11
2570057|10
5518346|224
6382320|80
9736064|69
9487869|38
10726805|26
14007190|59
248760|140
242341|1278
6770036|14
9758826|540
10187572|216
234300|217
5031026|241
7372392|8
7575853|109
9041584|278
405265|339
2805847|284
4734885|507
7583074|890
9956207|68
14351786|20
10493052|240
10205756|88
11512902|132
12398601|171
13200772|3
5725792|33
7091992|90
9723660|4
8960223|145
10474304|45
11746853|129
1243064|7
246874|44
2297206|767
2247698|555
396416|1034
6132615|52
9675176|396
472891|213
233660|64
2297204|70
2578119|242
3857689|164
9676511|22
10732170|16
10410991|147
11943209|7
13146860|427
1807063|789
9686702|60
10014851|130
14351111|84
237794|185
250512|35
4159598|211
9358400|2023
10113416|77
14391411|191
13116017|7
3886226|28
7504571|75
10392457|49
10186757|15
14406322|540
4932926|5
7276881|82
4759631|55
10727862|233
10391367|5
142930|424
145098|133
142333|20
146875|16
2634219|176
4672964|1748
5107292|24
6947075|135
5341206|40
5753384|43
9675516|38
9749552|31
13988800|153
1213695|96
237663|33
2724256|399
10683709|26
2561406|94
3394254|406
9580033|22
10416299|236
12772456|3
11103903|455
14402440|5
246311|143
958100|83
5273456|41
4297824|211
4886788|41
10095169|95
9738996|446
13917004|101
12170302|70
13773586|551
394311|595
3063938|960
8970126|77
9580034|11
10033220|11
142955|80
4050948|35
9671331|893
10259098|70
12356689|4946
14324206|17
10683706|69
13980033|119
142562|47
3391161|432
2573525|9
4197132|16
4591985|62
9338080|195
9741237|240
10733274|18
9745784|60
12033040|75
13582892|23
4841222|294
10501595|25
9753067|29
10567602|324
10034368|78
10035485|51
14054937|211
12883003|10
14397938|40
14487538|43
8819797|86
10577346|34
12857204|8
12267815|81
13575775|20
243261|92
4398616|566
5879653|23
9733440|204
10124003|11
4865649|439
5633802|320
6945321|33
6936201|14
7313999|914
9746187|194
10108589|2145
10683725|160
6782625|123
9985705|192
14441615|26
368162|105
248388|147
6701363|44
9740728|36
10208405|13
13205270|467
236499|10
253193|54
3960284|62
5132886|170
7649913|342
10394770|31
13366830|41
14352333|11
146750|37
609121|33
6424536|98
6930056|49
9717865|38
10502653|5
11031181|388
14384368|148
2166858|142
4110365|224
5395838|28
10093876|24
10009569|4
12174312|149
13077735|368
231923|164
7717362|112
13555459|50
1262662|586
248537|73
6839705|674
10128175|225
12591134|57
13606933|403
11142860|79
12267734|153
231935|153
251306|15
4390912|93
4365240|289
10434767|332
9740637|165
11992197|708
13710029|16
142006|186
244021|129
144964|581
146737|27
2383769|15
5366582|2049
11813730|159
11552409|135
11474462|88
6609913|11
9833959|157
10494035|76
10774227|233
10141366|15
239901|152
1788667|1209
6366585|188
6920686|94
9740407|12
12406037|26
11503758|3
13764777|249
238990|68
239097|59
742104|15
147543|239
1909009|12
4754612|848
9735732|22
14402446|11
414506|26
2788712|242
5241202|72
7655206|692
9069340|52
10394680|127
10953759|21
10686721|39
10396810|14
10697427|165
232985|99
145453|128
587810|49
3019052|87
5846380|12
6132598|33
10686773|23
12563314|5
143791|363
1581453|16
1691017|655
4857978|32
4681464|676
4991515|12
10087865|760
5397363|151
9689880|5
10032659|37
11834079|34
6949553|212
8998454|41
9733441|198
9906474|262
9575204|9
9715282|87
10614897|57
9760547|47
14370020|4
396396|79
10390445|10
10581568|43
695596|1006
2653593|148
8973144|162
9722346|123
10108591|1691
10109502|234
12105687|183
10912544|14
9760844|40
8695976|40
10394257|33
10757923|79
10466012|27
141749|167
1960256|207
2276626|248
2107073|29
9221855|20
9749305|35
10494022|74
9104065|65
14157119|37
13913057|7
2300527|144
4308820|107
10002962|669
11509713|182
11514941|233
2363022|138
3238028|202
7301582|35
6488936|250
8811618|18
12471920|16
251516|156
146667|6077
9735762|17
10456012|12
7287406|2811
9742007|86
10231294|164
12366968|164
12880729|6
13236780|42
144638|984
142516|807
241643|8
4193123|104
4197129|55
12286882|12
11928547|30
13657702|355
1085678|679
145390|1508
145078|127
252858|29
4197096|17
4203917|504
9745795|39
10234037|4474
14333566|110
5792562|77
11063444|9
14409005|57
13602435|13
11838327|13
13240974|43
241527|18
146112|2054
5943589|175
12216015|38
235052|231
12423883|54
241529|147
5221895|549
6172811|38
8996686|1259
10141367|58
14008341|116
14397195|54
440254|163
146015|52
4712550|10
6839678|96
9722564|31
1272928|1676
4397698|50
10337110|10
10013195|75
10411022|68
14012373|10
5600807|135
6921261|799
9713933|506
9242522|10
11510828|68
10813009|64
10761383|5
11990031|111
14369838|3
10762570|29
142598|82
1374108|5
